,stars,comments
1598,5.0 stars,"  Apple always design with perfection. No doubt, this macbook Air stands first in this prize range (50k).First about the delivery, got this product delivered within 2 days and amazon transportation service was really very awesome. With required air bags and dual protection.About the product.Design : 9/10Aluminum body carved with perfection, sleek and very elegant look. The apple logo that glows adds cherry. Backlight keyboard is perfect for working in dark. Gesture controls in trackpad are awesome. There are about 10 geasture controls that help you work with just your fingers. The design only lacks in air ventillation. The alluminium body gets heated up when i render video edits on premier pro. For normal work, it works fine.Performance: 10/10Although its a 5th generation i5 processor, but this works far better than the 7th gen i5 processors in windows laptop. Compared intensive rendering task and this mackbook air is upto the expected mark. Thanks to the optimization, that apple always do. 8GB ram, intel HD6000 graphics is just perfect for regular work and even works fine for small scale coding and professional video editing tasks. This mackbook air boots up in around 3 seconds and sleeps in around 2sec.Battery: 10/10The best battry life i had ever experienced in any laptop. Works for around 13 hours in a single charge (continious internet surfing and online videos). Battry do gets exhausted when using professional software (adobe premier pro)(cpu intensive task).MacOS Sierra is definitely all you need. Preinstalled apps helps you to do all your school, college or office works in one place. No need to download or buy MS office. iMovies is just perfect to edit small scale videos.Storage: 9/10SSD 128 gb is superfast and really makes your work lightning fast, but you need to buy an additional external hard disk to store files and other stuffs.Magsafe2 charger is just awesome, no damage to the charging port and pin as it gets plugged in through magnetic force. No wear and tear around charging port. Also prevents accidental damage.Thunderbolt 2 post perfectly works fine with add on connector (aroung 500Rs) for HDMI streaming. 2 USB 3.0 Ports are good but it could have one one USB post.All around, This laptop is perfect for everyday use and small scale professional use"
1599,4.0 stars,  Good product  got it on time.
1600,5.0 stars,  awsome product
1601,5.0 stars,  Excellent sealed product received
1602,5.0 stars,  Used from the 2 Weeks...1. No heating issue2. Good Battery life3. Display is also goodThanks to amazon.in
1603,5.0 stars,  great
1604,5.0 stars,  awesome product at awesome price 44990.superb packaging.
1605,1.0 stars,  2nd hand laptops!!! The laptop I received already had an user on it with password etc. These are not new laptops!
1606,5.0 stars,  As expected on Mac.Soo pretty .soo slim.If we come to the performance it's just owsme wen compared to windows.trust me it's gonna take to you to the new world
1607,5.0 stars,  Awesome product value for money prompt delivery
1608,5.0 stars,  Awesome product... apple products are always great.... excellent battery life.. super fast loading time.. fast processor.. really happy with the product
1609,5.0 stars,"  Update After 3 weeks of usage :It is worth every penny. After charging battery fully once, it starts giving backup of 10-11 hours. Do remember to charge it full for few times in the beginning. Boot time is like 5-8 seconds. I am a programmer and I am able to run multiple IDEs at once and it runs without a glitch. Go for it. I tried many windows laptop but this is way ahead than my 1 lakh Dell Latitude Laptop.Old ReviewI really bought it for better battery life and a handy laptop. But it looks like the battery is little bit of problem here. In my last few days of usage, I always have to keep it up on charging and after fully charging it it works only for few hours not 10-11 which is being promised everywhere. I did every test I could and it passed all the test but the battery is draining very fast. Shall I ask for a replacement?"
1610,5.0 stars,  Amazing product. Fully satisfied with amazon services. Delievered it to me one day early. Really happy.
1611,5.0 stars,"  Very nice laptop, best laptop for students"
1612,5.0 stars,  go for it
1613,5.0 stars,  Awesome
1614,5.0 stars,"  perfect to buy, only hard disk issue. you can buy external though"
1615,2.0 stars,  With in 6 months the charger is becoming hot. Battery back is not good not even 6 hours.
1616,5.0 stars,  Best and lightest laptop !
1617,5.0 stars,  No Words or No Need to Explain Why Apple is Best.
1618,5.0 stars,"  came from windows and totaly in love with mac os. If you are a student then mac os will definitely suits you. Packaging by seller is really really good, transportation by amazon is very good as well."
1619,5.0 stars,  Awesome Product... I am loving it
1620,5.0 stars,  MacBook..nothing to say. I have been using it since last 4 months.Very satisfactory delivery service and overall experience so far
1621,4.0 stars,  Very Nice
1622,5.0 stars,  GOOD
1623,5.0 stars,  Its the best
1624,5.0 stars,  Good Product
1625,5.0 stars,  Timely delivered. Great laptop
1626,5.0 stars,  Good
1627,2.0 stars,"  Apple have bad business tactics that loot customer with name of ""Apple"" which Stev introduced to world. I am programmer and everybody should know how much I am using my laptop. I am running many of software like DB , Java , Docker , Node JS , ELK etc., but still without hung of OS still I can use I am really impressed with that.Let's talk about Pros and Cons of this Laptop and how your going to spend extra money to repair later.Pros :Screen goodSound quality is goodLimited access for software like window has and All you have to pay from your pocket.Quality of hardware is good.Good OSSecurity no one can beat itAccess of Mac is really simple.Cons :Easily heat while Charging.If your programmer and don't expect it will be long live.Easy Liquid Damage after 2 years of use and You have to spend more than 30K to repair in Apple Store.Back light issue after liquid damage resolved because back light fuse will going to burn because of MB.Mother Board will going to die soon after fix back light issue and RIP your Mac and buy another one after 3 years.This is reason why apple become 1 trillion company on earth to loot customer name of service , low quality of inner part of device which will not live more than 3 years.Today still I am using iphone 4s without any issue but now days dont trust apple to give quality of product."
1628,5.0 stars,  I like everything about the Mac. I worked on windows all my life so I can definitely feel the difference.
1629,5.0 stars,  Simply superb. No other words to explain.
1630,5.0 stars,  Value for money
1631,1.0 stars,"  My review was 4 star.Now, after 1 year of use.My trackpad was touching the screen (design flaw!!)It cuased scratches on screen.No support whatsoever from Apple to Indian customers as we don't have ANY Apple stores in India.The authorised service agent refused to pickup during lockdown (covid). Then they had shut down all the shops. But yet my warranty lapsed during the lockdown.Service=0No matter how good thing you purchase there's no use of it if the service is that poor.For any other laptop on earth I could just make a call and they'd send engineer at home. That's not the case with Apple in Inda (esp this country)."
1632,5.0 stars,  Everything like especially user friendly softwareEasy of operation and brand image giving me more confidence and premium image like
1633,5.0 stars,"  It arrived before hand, and the product is absolutely wonderful. Apple never fails to please."
1634,5.0 stars,"  Excellent product at this price.simple and tinThe performance n battery life is superb for the whole day.No heating at all.Quality product.Best buy, these days you don't get a compact good performing laptop at this price."
1635,5.0 stars,  Best ever. Thanks Amazon
1636,5.0 stars,  Just awesome... bought for ₹43.5k
1637,4.0 stars,"  there was slight wobbling issue in the tips, but thats fine manageable."
1638,5.0 stars,  loved it!
1639,5.0 stars,"  The best laptop there is in this price range, a golden deal too. Go for it."
1640,5.0 stars,  Excellent
1641,5.0 stars,  U never can really go wrong with Mac book ! Which one u buy depends on ur need and budget ! But in all the product is genuine / brand new  and top of the line !
